user_id,path
q7ufwtxxpe,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":4,""y"":1},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":4,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":3,""y"":2},{""x"":2,""y"":2},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":1,""y"":5},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":6},{""x"":4,""y"":6}]"
kaclwm1ced,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":4,""y"":4},{""x"":3,""y"":4},{""x"":4,""y"":4},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":4,""y"":1},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":2},{""x"":2,""y"":2},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":1,""y"":5},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":6},{""x"":4,""y"":6}]"
9e3brlkjmy,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":4,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":4,""y"":3},{""x"":4,""y"":2},{""x"":4,""y"":1},{""x"":5,""y"":1},{""x"":5,""y"":2},{""x"":4,""y"":2},{""x"":3,""y"":2},{""x"":2,""y"":2},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":1,""y"":5},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":6},{""x"":4,""y"":6}]"
3y8vyqql9s,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":4,""y"":1},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":4,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":3,""y"":2},{""x"":2,""y"":2},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":1,""y"":5},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":6},{""x"":2,""y"":6},{""x"":3,""y"":6},{""x"":4,""y"":6}]"
3mjhoji7v2,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":5,""y"":1},{""x"":4,""y"":1},{""x"":4,""y"":2},{""x"":3,""y"":2},{""x"":2,""y"":2},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":6},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":2,""y"":6},{""x"":1,""y"":6},{""x"":1,""y"":5},{""x"":1,""y"":4},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":4,""y"":4},{""x"":5,""y"":4},{""x"":5,""y"":5},{""x"":6,""y"":5},{""x"":6,""y"":6},{""x"":6,""y"":7},{""x"":7,""y"":7},{""x"":7,""y"":6},{""x"":7,""y"":5},{""x"":7,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":7,""y"":3},{""x"":7,""y"":2},{""x"":6,""y"":2},{""x"":5,""y"":2},{""x"":5,""y"":3},{""x"":4,""y"":3}]"
vkrgubobng,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":4,""y"":1},{""x"":4,""y"":2},{""x"":3,""y"":2},{""x"":2,""y"":2},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":6},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":2,""y"":6},{""x"":1,""y"":6},{""x"":1,""y"":5},{""x"":1,""y"":4},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":4,""y"":4},{""x"":4,""y"":3}]"
hyzdoeptrv,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":4,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":4,""y"":3},{""x"":5,""y"":3},{""x"":6,""y"":3},{""x"":6,""y"":4},{""x"":5,""y"":4},{""x"":5,""y"":3},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":4,""y"":1},{""x"":4,""y"":2},{""x"":3,""y"":2},{""x"":2,""y"":2},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":1,""y"":5},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":3,""y"":6},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":7},{""x"":2,""y"":7},{""x"":1,""y"":7},{""x"":0,""y"":7}]"
dywx3zzz0o,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":6,""y"":3},{""x"":6,""y"":4},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":5,""y"":3},{""x"":4,""y"":3},{""x"":4,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":1,""y"":4},{""x"":1,""y"":5},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":3,""y"":6},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":7},{""x"":2,""y"":7},{""x"":1,""y"":7},{""x"":0,""y"":7},{""x"":0,""y"":6},{""x"":0,""y"":5},{""x"":0,""y"":4},{""x"":0,""y"":3},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":2,""y"":2},{""x"":3,""y"":2},{""x"":4,""y"":2},{""x"":4,""y"":1},{""x"":5,""y"":1},{""x"":5,""y"":2}]"
knvatr3exp,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":5,""y"":1},{""x"":4,""y"":1},{""x"":4,""y"":2},{""x"":5,""y"":2},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":4,""y"":4},{""x"":4,""y"":3},{""x"":4,""y"":2},{""x"":3,""y"":2},{""x"":2,""y"":2},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":1,""y"":5},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":6},{""x"":4,""y"":6}]"
jmw2h1r8h4,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":6,""y"":1},{""x"":5,""y"":1},{""x"":4,""y"":1},{""x"":4,""y"":2},{""x"":5,""y"":2},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":3},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":7,""y"":6},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":6,""y"":5},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":5,""y"":5},{""x"":5,""y"":4},{""x"":4,""y"":4},{""x"":4,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":2,""y"":3},{""x"":2,""y"":2},{""x"":3,""y"":2},{""x"":3,""y"":3},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":1,""y"":5},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":6},{""x"":4,""y"":6}]"
